Multiplicity,Wyckoff letter,Sitesymmetry,Coordinates
12,j,1,"(x,y,z) (-y,x-y,z) (-x+y,-x,z) (y,x,-z) (x-y,-y,-z) (-x,-x+y,-z) (-x,-y,-z) (y,-x+y,-z) (x-y,x,-z) (-y,-x,z) (-x+y,y,z) (x,x-y,z)"
6,i,.m.,"(x,-x,z) (x,2x,z) (-2x,-x,z) (-x,x,-z) (2x,x,-z) (-x,-2x,-z)"
6,h,.2.,"(x,0,1/2) (0,x,1/2) (-x,-x,1/2) (-x,0,1/2) (0,-x,1/2) (x,x,1/2)"
6,g,.2.,"(x,0,0) (0,x,0) (-x,-x,0) (-x,0,0) (0,-x,0) (x,x,0)"
3,f,.2/m.,"(1/2,0,1/2) (0,1/2,1/2) (1/2,1/2,1/2)"
3,e,.2/m.,"(1/2,0,0) (0,1/2,0) (1/2,1/2,0)"
2,d,3m.,"(1/3,2/3,z) (2/3,1/3,-z)"
2,c,3m.,"(0,0,z) (0,0,-z)"
1,b,-3m.,"(0,0,1/2)"
1,a,-3m.,"(0,0,0)"
