Multiplicity,Wyckoff letter,Sitesymmetry,Coordinates
12,l,1,"(x,y,z) (-y,x-y,z) (-x+y,-x,z) (-y,-x,-z) (-x+y,y,-z) (x,x-y,-z) (-x,-y,-z) (y,-x+y,-z) (x-y,x,-z) (y,x,z) (x-y,-y,z) (-x,-x+y,z)"
6,k,..m,"(x,0,z) (0,x,z) (-x,-x,z) (0,-x,-z) (-x,0,-z) (x,x,-z)"
6,j,..2,"(x,-x,1/2) (x,2x,1/2) (-2x,-x,1/2) (-x,x,1/2) (-x,-2x,1/2) (2x,x,1/2)"
6,i,..2,"(x,-x,0) (x,2x,0) (-2x,-x,0) (-x,x,0) (-x,-2x,0) (2x,x,0)"
4,h,3..,"(1/3,2/3,z) (1/3,2/3,-z) (2/3,1/3,-z) (2/3,1/3,z)"
3,g,..2/m,"(1/2,0,1/2) (0,1/2,1/2) (1/2,1/2,1/2)"
3,f,..2/m,"(1/2,0,0) (0,1/2,0) (1/2,1/2,0)"
2,e,3.m,"(0,0,z) (0,0,-z)"
2,d,3.2,"(1/3,2/3,1/2) (2/3,1/3,1/2)"
2,c,3.2,"(1/3,2/3,0) (2/3,1/3,0)"
1,b,-3.m,"(0,0,1/2)"
1,a,-3.m,"(0,0,0)"
