Multiplicity,Wyckoff letter,Sitesymmetry,Coordinates
8,m,1,"(x,y,z) (-x+1/2,-y+1/2,z) (-x+1/2,y,-z+1/2) (x,-y+1/2,-z+1/2) (-x,-y,-z) (x+1/2,y+1/2,-z) (x+1/2,-y,z+1/2) (-x,y+1/2,z+1/2)"
4,l,..2,"(1/4,3/4,z) (1/4,3/4,-z+1/2) (3/4,1/4,-z) (3/4,1/4,z+1/2)"
4,k,..2,"(1/4,1/4,z) (1/4,1/4,-z+1/2) (3/4,3/4,-z) (3/4,3/4,z+1/2)"
4,j,.2.,"(3/4,y,1/4) (3/4,-y+1/2,1/4) (1/4,-y,3/4) (1/4,y+1/2,3/4)"
4,i,.2.,"(1/4,y,1/4) (1/4,-y+1/2,1/4) (3/4,-y,3/4) (3/4,y+1/2,3/4)"
4,h,2..,"(x,1/4,3/4) (-x+1/2,1/4,3/4) (-x,3/4,1/4) (x+1/2,3/4,1/4)"
4,g,2..,"(x,1/4,1/4) (-x+1/2,1/4,1/4) (-x,3/4,3/4) (x+1/2,3/4,3/4)"
4,f,-1,"(0,0,0) (1/2,1/2,0) (1/2,0,1/2) (0,1/2,1/2)"
4,e,-1,"(1/2,1/2,1/2) (0,0,1/2) (0,1/2,0) (1/2,0,0)"
2,d,222,"(1/4,3/4,1/4) (3/4,1/4,3/4)"
2,c,222,"(1/4,1/4,3/4) (3/4,3/4,1/4)"
2,b,222,"(3/4,1/4,1/4) (1/4,3/4,3/4)"
2,a,222,"(1/4,1/4,1/4) (3/4,3/4,3/4)"
