Multiplicity,Wyckoff letter,Sitesymmetry,Coordinates
16,k,1,"(x,y,z) (-x,-y,z) (-y,x,z) (y,-x,z) (-x,y,-z) (x,-y,-z) (y,x,-z) (-y,-x,-z)"
8,j,..2,"(x,x+1/2,1/4) (-x,-x+1/2,1/4) (-x+1/2,x,1/4) (x+1/2,-x,1/4)"
8,i,.2.,"(x,0,1/2) (-x,0,1/2) (0,x,1/2) (0,-x,1/2)"
8,h,.2.,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0)"
8,g,..2,"(x,x,0) (-x,-x,0) (-x,x,0) (x,-x,0)"
8,f,2..,"(0,1/2,z) (1/2,0,z) (0,1/2,-z) (1/2,0,-z)"
4,e,4..,"(0,0,z) (0,0,-z)"
4,d,2.2 2,"(0,1/2,1/4) (1/2,0,1/4)"
4,c,222 .,"(0,1/2,0) (1/2,0,0)"
2,b,422,"(0,0,1/2)"
2,a,422,"(0,0,0)"
