Multiplicity,Wyckoff letter,Sitesymmetry,Coordinates
12,j,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z) (z,x,y) (z,-x,-y) (-z,-x,y) (-z,x,-y) (y,z,x) (-y,z,-x) (y,-z,-x) (-y,-z,x)"
6,i,2..,"(x,1/2,1/2) (-x,1/2,1/2) (1/2,x,1/2) (1/2,-x,1/2) (1/2,1/2,x) (1/2,1/2,-x)"
6,h,2..,"(x,1/2,0) (-x,1/2,0) (0,x,1/2) (0,-x,1/2) (1/2,0,x) (1/2,0,-x)"
6,g,2..,"(x,0,1/2) (-x,0,1/2) (1/2,x,0) (1/2,-x,0) (0,1/2,x) (0,1/2,-x)"
6,f,2..,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0) (0,0,x) (0,0,-x)"
4,e,.3.,"(x,x,x) (-x,-x,x) (-x,x,-x) (x,-x,-x)"
3,d,222 . .,"(1/2,0,0) (0,1/2,0) (0,0,1/2)"
3,c,222 . .,"(0,1/2,1/2) (1/2,0,1/2) (1/2,1/2,0)"
1,b,23.,"(1/2,1/2,1/2)"
1,a,23.,"(0,0,0)"
